Genesis 1:1	Mwanzo hapo, Mungu aliumba mbingu na dunia.
Genesis 45:9	“Sasa, mwondoke haraka, mwende kwa baba yangu, mkamwambie kwamba, kijana wake Yusufu anamwambia kwamba, ‘Mungu ameniweka niwe mtawala wa nchi yote ya Misri. Usikawie kuja kwangu!
Genesis 45:10	Utaishi karibu nami hapa, katika mkoa wa Gosheni, wewe na watoto wako, wajukuu wako, vitu vyako na mifugo yako yote.
Genesis 45:11	Ambapo utakuwa Gosheni hapa, nitakutunza wewe, watu wako, na mifugo yako, ili msije kufa na njaa, kwa kuwa bado kuna miaka mitano ya njaa.’ ”
Genesis 45:12	Kisha Yusufu akaambia ndugu zake kwamba, “Ninyi wenyewe mmeona kwa macho yenu, na mdogo wangu Benyamini naye ameona kwa macho yake kwamba, ni mimi Yusufu ambaye nimesema maneno hayo.
Genesis 45:13	Mwende mkamwambie baba yangu kwamba, mimi nina mamlaka makubwa katika nchi yote ya Misri, na mumwambie juu ya mambo yote ambayo mmeona. Kisha mharakishe kuleta baba yangu hapa.”
Genesis 45:14	Ndipo Yusufu akamkumbatia mdogo wake Benyamini, wakalia huku wamekumbatiana.
Genesis 45:15	Kisha, Yusufu akakumbusu ndugu zake huku analia. Ambapo walimaliza, ndugu zake wakaanza kuongea naye.
Genesis 45:16	Ambapo habari ilifika katika nyumba ya farao kwamba, ndugu zake Yusufu walikuja, farao na watumishi wake wakafurahi.
Genesis 45:17	Farao akaambia Yusufu kwamba, “Uambie ndugu zako, wabebeshe punda zao mizigo, warudi Kanaani,
Genesis 45:18	wakalete baba yenu na ndugu zenu wote kwangu. Mimi nitawapatia mahali pazuri sana katika nchi ya Misri, na ninyi mtakula manono ya nchi.
Genesis 45:19	Uwaambie kwamba, ‘Mchukue magari ya kuvutwa na farasi kutoka Misri kwa ajili ya kuleta wake zenu na watoto wenu, mchukue na baba yenu, mje hapa.
Genesis 45:20	Msiwaze juu ya vitu vyenu, kwa kuwa utajiri na uzuri wote wa Misri utakuwa wenu.’ ”
Genesis 45:21	Basi, watoto wa Yakobo wakafanya jinsi waliambiwa, Yusufu akawapa magari ya kuvutwa na farasi, kama ambavyo farao aliagiza, akawapa na vyakula vya njiani.
Genesis 45:22	Wote wakapewa nguo za kubadilishia njiani, lakini Benyamini akapewa fedha kiasi cha shekeli mia tatu na nguo tano za kubadilisha.
Genesis 45:23	Akatumia baba yake zawadi ya punda kumi ambazo zilibeba vitu vizuri kutoka katika nchi ya Misri, punda majike kumi ambazo zilibeba ngano, mikate, na vyakula kwa ajili ya safari ya baba yake.
Genesis 45:24	Kisha, Yusufu akaagana na ndugu zake. Ambapo walikuwa wanaondoka, akawaambia kwamba, “Msigombane njiani.”
Genesis 45:25	Ndugu zake wakaondoka kutoka Misri, wakarudi katika nchi ya Kanaani, kwa Yakobo baba yao.
Genesis 45:26	Ambapo walifika kwa baba yao, wakamwambia kwamba, “Yusufu yuko hai! Yeye ndiye mtawala wa nchi yote ya Misri!” Moyo wa Yakobo ukashikwa na bumbuazi, hakuamini maneno yao.
Genesis 45:27	Lakini ambapo aliambiwa maneno yote ya Yusufu na kuona magari ambayo alitumiwa na Yusufu za kumbebea na kumpeleka Misri, roho yake ikafurahi.
Genesis 45:28	Yakobo akasema kwamba, “Inatosha! Yusufu, mtoto wangu, bado yuko hai! Mimi nitaenda kumwona kabla sijafa!”
Genesis 46:1	Basi, Yakobo akaenda Misri, pamoja na watu wake na vitu vyake vyote. Ambapo alifika Beeri-Sheba, akatoa sadaka kwa Mungu wa Isaka, baba yake.
Genesis 46:2	Wakati wa usiku, Mungu akaongea na Yakobo katika ndoto, akamwita kwamba, “Yakobo, Yakobo!” Yakobo akaitika kwamba, “Niko hapa.”
Genesis 46:3	Mungu akamwambia kwamba, “Mimi ni Mungu wa baba yako. Usiogope kwenda Misri, kwa sababu nitakufanya uwe taifa kubwa huko.
Genesis 46:4	Mimi nitaenda pamoja na wewe Misri huko, na mimi nitakurudisha Kanaani. Katika siku yako ya kifo, Yusufu ndiye atakunja macho yako.”
Genesis 46:5	Basi, Yakobo akaondoka kutoka Beeri-Sheba hapo. Vijana wake walimchukua yeye, pamoja na watoto wao wadogo na wake zao, wakawaweka katika magari ambayo farao alituma kwa ajili yao.
Genesis 46:6	Wakachukua mifugo na vitu vingine vyote, ambavyo walikuwa navyo Kanaani. Yakobo na uzao wake wote, wakahamia Misri
Genesis 46:7	akiwa amechukua vijana na mabinti zake, wajukuu wake wa kike na wa kiume. Uzao wake wote, akawapeleka Misri.
Genesis 46:8	Haya ndiyo majina ya wazawa wa Israeli, jina lake lingine Yakobo, ambao walihamia Misri. Rubeni ndiye mzaliwa wa kwanza wa Yakobo.
Genesis 46:9	Watoto wa Rubeni ni Hanoki, Palu, Hezeroni na Karmi.
Genesis 46:10	Watoto wa Simeoni, ni Yemueli, Yamini, Ohadi, Yakini, Sohari na Sauli, mtoto ambaye alimzaa kwa mwanamke Mkanaani.
Genesis 46:11	Watoto wa Lawi, ni Gershoni, Kohathi na Merari.
Genesis 46:12	Watoto wa Yuda, ni Eri, Onani, Shela, Peresi na Zera. Lakini Eri na Onani, walifia katika nchi ya Kanaani. Na watoto wa Peresi, ni Hezeroni na Hamuli.
Genesis 46:13	Watoto wa Isakari, ni Tola, Puva, Yashubu na Shimroni.
Genesis 46:14	Watoto wa Zabuloni, ni Seredi, Eloni na Yaleeli.
Genesis 46:15	Hao ndio watoto ambao Yakobo alizaa na Lea katika nchi ya Padan-Aramu. Na binti wake Dina alizaliwa huko pia. Watoto na wajukuu wake wote, walikuwa wanafika thelathini na watatu.
Genesis 46:16	Watoto wa Gadi, ni Sefoni, Hagi, Shuni, Esboni, Eri, Arodi na Areli.
Genesis 46:17	Watoto wa Asheri, ni Imna, Ishva, Ishvi, Beria na Sera, dada yao. Watoto wa Beria, ni Heberi na Malkieli.
Genesis 46:18	Hao ndio watoto ambao Yakobo alizaa na Zilpa, mtumwa ambaye Labani alimpa binti wake Lea. Watoto na wajukuu wake wote walikuwa wanafika kumi na sita.
Genesis 46:19	Watoto ambao Yakobo alizaa kwa Raheli, ni Yusufu na Benyamini.
Genesis 46:20	Watoto wa Yusufu ambao alizaa katika nchi ya Misri, ni Manase na Efraimu. Watoto hao, aliwazaa kwa Asenati, binti wa Potifera ambaye alikuwa kuhani wa mji wa Oni.
Genesis 46:21	Watoto wa Benyamini, ni Bela, Bekeri, Ashbeli, Gera, Naamani, Ehi, Roshi, Mupimu, Hupimu na Ardi.
Genesis 46:22	Hao ndio watoto ambao Yakobo alizaa kwa Raheli, na wajukuu wao. Wote walikuwa wanafika kumi na wanne.
Genesis 46:23	Mtoto wa Dani, ni Hushimu.
Genesis 46:24	Watoto wa Naftali, ni Yaseeli, Guni, Yeseri na Shilemu.
Genesis 46:25	Hao ndio watoto ambao Yakobo alizaa na Bilha, mtumwa ambaye Labani alimpa binti wake Raheli. Wote walikuwa wanafika saba.
Genesis 46:26	Wazawa wote ambao Yakobo alihama nao kwenda katika nchi ya Misri, walikuwa sitini na sita, mbali na kuhesabu wake wa vijana wake.
Genesis 46:27	Misri huko, Yusufu alikuwa amezaa vijana wawili. Kwa hiyo Yakobo na wazawa wake wote ambao waliingia Misri, walikuwa watu sabini.
Genesis 46:28	Yakobo alikuwa ametanguliza Yuda kwa Yusufu, ili aonyeshwe njia ya kwenda Gosheni. Ndipo Yakobo na ndugu zake wakaenda, wakafika Gosheni.
Genesis 46:29	Yusufu akaandaa gari lake la kukokotwa na farasi, akaenda Gosheni kumlaki baba yake. Ambapo Yusufu alimfikia baba yake huko, akamkumbatia, akalia kwa muda mrefu.
Genesis 46:30	Ndipo Yakobo akaambia Yusufu kwamba, “Hata nikifa sasa, ni sawa, kwa sababu nimemaliza kuona uso wako ukiwa hai.”
Genesis 46:31	Yusufu akaambia ndugu zake pamoja na wengine wote wa katika nyumba ya baba yake kwamba, “Nitaenda kuambia farao kwamba, ndugu zangu na watu wa katika nyumba ya baba ambao walikuwa katika nchi ya Kanaani, wamekuja kwangu.
Genesis 46:32	Nitamwambia kwamba, watu hao ni wafugaji wa mifugo, kwa hiyo wamekuja na mbuzi, kondoo, ngʼombe na vitu vyao vyote.
Genesis 46:33	“Sasa, ikiwa farao atawaita na kuwauliza juu ya kazi ambayo mnafanya,
Genesis 46:34	mjibu kwamba, ‘Sisi watumishi wako, ni wafugaji wa mifugo tangu utotoni, kama mababu zetu.’ Hapo ndipo mtakubaliwa kuishi katika Gosheni, kwa kuwa Wamisri wanachukia sana wachungaji wa mifugo.”
Genesis 47:1	Ndipo Yusufu akaenda kumwambia farao kwamba, “Baba yangu na ndugu zangu wamekuja kutoka katika nchi ya Kanaani, pamoja na kondoo, mbuzi, ngʼombe, na vitu vyao vyote. Sasa wako Gosheni.”
Genesis 47:2	Yusufu alikuwa amechagua ndugu zake watano, akawapeleka kwa farao, waende kujitambulisha.
Genesis 47:3	Farao akauliza ndugu zake Yusufu kwamba, “Ni kazi gani ambayo mnafanya?” Wakamjibu kwamba, “Sisi watumishi wako, ni wafugaji, kama mababu zetu.”
Genesis 47:4	Tena wakaambia farao kwamba, “Tumekuja kukaa katika nchi hapa kwa muda mfupi tu, kwa sababu katika nchi ya Kanaani, kumekuwa na njaa kali sana, na hakuna mahali pa kuchungia mifugo yetu. Bwana wetu, sisi watumishi wako, tunakuomba utukubalie tuishi Gosheni.”
Genesis 47:5	Farao akaambia Yusufu kwamba, “Baba yako na ndugu zako wamekuja kwako Misri hapa.
Genesis 47:6	Nchi yote ya Misri iko mbele yako, uwatafutie baba yako na ndugu zako mahali pazuri kuliko mahali pote katika nchi hii. Uwaache waishi Gosheni. Ikiwa unajua watu hodari kati yao, uwaweke wawe wasimamizi wa mifugo yangu.”
Genesis 47:7	Kisha Yusufu akaenda kumleta baba yake amtambulishe kwa farao. Ambapo Yakobo alifika, akabariki farao.
Genesis 47:8	Farao akamwuliza kwamba, “Una miaka mingapi?”
Genesis 47:9	Yakobo akamjibu kwamba, “Miaka ya kuhamahama kwangu duniani, ni miaka mia moja na thelathini tu. Miaka ya maisha yangu hiyo ni michache, hailingani na miaka ya mababu zangu, lakini imejaa taabu.”
Genesis 47:10	Ndipo Yakobo akabariki farao tena, akaondoka kwake.
Genesis 47:11	Ndipo Yusufu akampa baba yake na ndugu zake eneo la Ramesesi, ambapo ni mahali pazuri sana katika nchi ya Misri. Palikuwa mahali pa kukaa kwao, kama ambavyo farao alielekeza Yusufu.
Genesis 47:12	Yusufu akampa baba yake, ndugu zake na watu wao wote, vyakula kulingana na wingi wa watu na watoto wao.
Genesis 47:13	Wakati huo, vyakula vilikosekana katika nchi yote ya Misri na Kanaani. Njaa ilikuwa kali mpaka watu wao wakawa wanateseka sana.
Genesis 47:14	Yusufu akakusanya fedha zote za watu wa Misri na Kanaani ambazo walinunulia nafaka. Kisha akapeleka fedha hizo katika nyumba ya farao.
Genesis 47:15	Ambapo fedha za watu wa Misri na Kanaani ziliisha, Wamisri wote wakaja kwa Yusufu, wakamwambia kwamba, “Fedha zetu zimeisha, utupatie chakula! Kwa nini tufe huku unatuangalia?”
Genesis 47:16	Yusufu akawaambia kwamba, “Ikiwa fedha zenu zimeisha, mniletee mifugo yenu, niwape chakula.”
Genesis 47:17	Ndipo, watu hao wakaletea Yusufu mifugo yao, ilikuwa farasi, ngʼombe, kondoo, mbuzi na punda. Kisha, Yusufu akawapa chakula kwa mwaka huo.
Genesis 47:18	Mwaka ambao ulifuata, wakaja tena, wakamwambia kwamba, “Bwana, ukweli ni kwamba, fedha zetu zote zimeisha, na mifugo yetu imekuwa yako. Sasa hakipo chochote ambacho kimebakia kukupa, isipokuwa miili yetu na mashamba yetu.
Genesis 47:19	Kwa nini tufe mbele yako, na mashamba yetu yaharibike? Utununue sisi na mashamba yetu, ili tupate chakula. Sisi tutakuwa watumwa wa farao, na mashamba yetu yatakuwa yake. Pia, utupe mbegu za kupanda, tusije kufa na njaa, na mashamba yetu yasije kubaki tupu.”
Genesis 47:20	Hivyo Yusufu akanunulia farao mashamba yote ya Misri. Wamisri wote wakauza mashamba yao, kwa sababu njaa ilikuwa kali. Kwa hiyo, nchi yote ya Misri ikawa ya farao,
Genesis 47:21	na Yusufu akafanya watu wote kuwa watumwa, kutoka upande mmoja wa Misri hadi upande mwingine wa nchi.
Genesis 47:22	Lakini Yusufu hakununua mashamba ya makuhani, kwa sababu wao walikuwa wanapata mgao wao kutoka kwa farao, wote walikuwa na chakula cha kutosha. Hicho ndicho kilisababisha kwamba wao hawakuuza mashamba yao.
Genesis 47:23	Yusufu akaambia watu ambao alinunua kwamba, “Nimewanunua ninyi na mashamba yenu kwa ajili ya farao. Sasa mtapewa mbegu, mwende kupanda katika mashamba yake.
Genesis 47:24	Wakati wa kuvuna ukifika, mmpatie farao sehemu moja ya tano. Na sehemu nne ambazo zitabaki, zitakuwa mbegu zenu za kupanda, na chakula kwa ajili yenu na watu wenu.”
Genesis 47:25	Nao wakamjibu kwamba, “Bwana wetu, umetuokoa. Umetuonyesha wema wako, sisi tutakuwa watumwa wa farao.”
Genesis 47:26	Ndivyo Yusufu akaweka sheria katika nchi ya Misri kwamba, fungu moja katika mafungu matano ya mavuno ni ya farao. Sheria hiyo ipo mpaka leo hii. Lakini mashamba ya makuhani, hayakuwa ya farao.
Genesis 47:27	Basi, Waisraeli wakakaa Gosheni hapo, katika nchi ya Misri. Ambapo walikuwa huko, wakazidisha vitu vingi, wakazaliana, wakawa wengi sana.
Genesis 47:28	Yakobo akakaa katika nchi ya Misri miaka kumi na saba. Miaka yote ya maisha yake, ilikuwa mia moja na arobaini na saba.
Genesis 47:29	Ambapo wakati wa kufa kwa Yakobo ulikuwa umekaribia, akaita mtoto wake Yusufu, akasema kwamba, “Ikiwa kweli unanipenda, ninaomba uweke mkono wako kwenye paja langu, uniapie kwamba, hutanizika hapa katika nchi ya Misri. Ninakusihi, unifanyie jambo hilo kwa wema na uaminifu.
Genesis 47:30	Ambapo nitakufa, unichukue unitoe Misri, ukanizike pamoja na mababu zangu.” Yusufu akamjibu kwamba, “Nitafanya ambavyo umesema.”
Genesis 47:31	Yakobo akamwambia kwamba, “Niapie!” Ndipo Yusufu akamwapia. Kisha, Yakobo akainamisha kichwa chake, akaegemea kwenye mto wa kitanda.
Genesis 48:1	Wakati ambao mambo hayo yalipita, Yusufu akaambiwa kwamba, “Baba yako ni mgonjwa.” Hivyo, akachukua watoto wake wawili, Manase na Efraimu, akaenda pamoja nao kwa baba yake.
Genesis 48:2	Ambapo walifika, Yakobo akaambiwa kwamba, “Mtoto wako Yusufu amekuja kukuona.” Akajitahidi, akakaa kitandani.
Genesis 48:3	Ndipo Yakobo akaambia Yusufu kwamba, “Mungu mwenye uwezo wote, alinitokea wakati ambao nilikuwa Luzu, katika nchi ya Kanaani, akanibariki.
Genesis 48:4	Akaniambia kwamba, ‘Angalia, nitakuongeza uzao wako uwe jamii ya mataifa mengi. Nitapatia uzao wako nchi hii, iwe urithi wao siku zote!’”
Genesis 48:5	Yakobo akaambia Yusufu kwamba, “Watoto wako wawili ambao umezaa Misri wakati ambao nilikuwa sijaja, Efraimu na Manase, hao watakuwa watoto wangu, kama Rubeni na Simeoni.
Genesis 48:6	Lakini watoto ambao utazaa wakati mwingine, hao watahesabiwa kuwa watoto wako. Nchi ambayo watarithi, itakuwa sehemu ya urithi wa Efraimu na Manase.
Genesis 48:7	Nimeamua kufanya hivyo kwa sababu ya Raheli, mama yako. Alifariki njiani katika nchi ya Kanaani, karibu na Efrati, wakati ambao nilikuwa ninarudi kutoka Padani. Nilishikwa na huzuni, nikamzika pembeni mwa njia ya kwenda Efrati, ambapo panaitwa Bethlehemu.”
Genesis 48:8	Ambapo Yakobo aliona watoto wa Yusufu, akamwuliza kwamba, “Hawa ni akina nani?”
Genesis 48:9	Yusufu akajibu baba yake kwamba, “Hawa ni watoto wangu ambao Mungu amenipatia wakati ambao nilikuwa Misiri hapa.” Yakobo akamwambia kwamba, “Uwasogeze hapa, ninataka kuwabariki.”
Genesis 48:10	Wakati huo, macho ya Yakobo yalikuwa hayaoni vizuri juu ya uzee. Yusufu akasogeza watoto wake kwa baba yake, kisha Yakobo akawabusu na kukumbatia.
Genesis 48:11	Yakobo akaambia Yusufu kwamba, “Mtoto wangu, sikujua kwamba, ningeona uso wako tena. Lakini sasa, Mungu amenifanya hata nione watoto wako.”
Genesis 48:12	Ndipo Yusufu akatoa watoto wake kutoka miguuni mwa baba yake, akapiga magoti na kuinamisha uso wake chini.
Genesis 48:13	Yusufu akainua tena watoto wake wawili, Efraimu kwa mkono wake wa kulia, akamwelekeza kwa mkono wa kushoto kwa Yakobo. Kisha akachukua Manase na mkono wake wa kushoto, akamwelekeza kwa mkono wa kulia kwa Yakobo. Hivyo akawasogeza kwa babu yao.
Genesis 48:14	Lakini Yakobo akapishanisha mikono yake. Mkono wake wa kulia, akauweka kichwani mwa Efraimu, ambaye alikuwa mdogo. Na mkono wake wa kushoto, akauweka kichwani mwa Manase, ambaye alikuwa mzaliwa wa kwanza.
Genesis 48:15	Ndipo akambariki Yusufu, akisema kwamba, “Mungu ambaye babu yangu Abrahamu na baba yangu Isaka walikuwa wanamheshimu, Mungu ambaye amekuwa ananilinda maisha yangu yote mpaka leo hii,
Genesis 48:16	Malaika ambaye aliniokoa kwa mabaya yote, yeye abariki vijana hawa. Wawe wanaitwa kwa jina langu, na kwa majina ya Abrahamu na Isaka, wawe wanaongezeka sana katika dunia hii.”
Genesis 48:17	Ambapo Yusufu aliona kwamba, baba yake ameweka mkono wake wa kulia kichwani mwa Efraimu, hakufurahi. Akashika mkono wa baba yake kutoka kichwani mwa Efraimu, auweke kwa Manase.
Genesis 48:18	Akaambia baba yake kwamba, “Baba, usifanye hivyo, huyu ndiye mzaliwa wangu wa kwanza. Nakusihi, uweke mkono wako wa kulia kichwani mwake.”
Genesis 48:19	Lakini baba yake akakataa, akasema kwamba, “Najua, mtoto wangu. Hata watoto wa Manase watakuwa taifa kubwa, atakuwa mtu mkuu. Lakini mdogo wake, yeye atakuwa mkuu kumzidi, na uzao wake utakuwa mataifa mengi.”
Genesis 48:20	Yakobo akawabariki katika siku hiyo, akisema kwamba, “Waisraeli watakuwa wanabariki watu kwa kutumia majina yenu. Watakuwa wanasema kwamba, ‘Mungu akufanye uwe kama Efraimu na Manase!’” Hivyo, Yakobo akaweka Efraimu mbele ya Manase.
Genesis 48:21	Kisha, Yakobo akaambia Yusufu kwamba, “Mtoto wangu, niko karibu kufa, lakini Mungu atakuwa pamoja na ninyi, atawarudisha katika nchi ya mababu zenu.
Genesis 48:22	Ninakupa mahali pakubwa kuliko ndugu zako. Ninakugawia eneo ambalo nilitoa kutoka kwa Waamori kwa upanga na upinde wangu.”
Genesis 49:1	Ndipo Yakobo akaita vijana wake, akawaambia kwamba, “Ninyi nyote, mkusanyike hapa, niwaambie mambo ambayo yatawapata katika siku ambazo zinakuja.
Genesis 49:2	Ninyi watoto wa Yakobo, mkusanyike msikie, mnisikilize mimi Israeli, baba yenu.
Genesis 49:3	Rubeni, wewe ndiwe mzaliwa wangu wa kwanza. Wewe ndiwe nguvu yangu, na tunda langu la ujana wangu. Wewe unazidi ndugu zako wote kwa ukuu na uwezo.
Genesis 49:4	Wewe ni kama maji ya mafuriko, lakini hutaendelea kuwa mkuu kuliko wengine, kwa kuwa ulipanda kitandani kwangu, ukakichafua kwa kulala na mke wangu.
Genesis 49:5	Simeoni na Lawi, wako pamoja katika maovu, silaha zao wanatumia kwa kufanyia ukatili.
Genesis 49:6	Lakini mimi sitakuwa pamoja nao katika siri zao, sitashirikiana katika vikao vyao, kwa kuwa waliua watu kwa hasira yao, na kwa ukorofi wao, walikata mishipa ya ngʼombe.
Genesis 49:7	Ilaaniwe hasira yao, kwa kuwa ni kali sana, na ilaaniwe ghadhabu yao, kwa kuwa haina huruma. Nitawagawia katika nchi ya Yakobo, nitawatawanya katika nchi ya Israeli.
Genesis 49:8	Wewe Yuda, ndugu zako watakusifu, utapiganisha maadui wako na kuwashinda. Ndugu zako, watakupigia magoti.
Genesis 49:9	Yuda, mtoto wangu, wewe ni kama mtoto wa simba, ambaye amemaliza kula mnyama na kujinyoosha, ambaye analala chini na kupumzika kama simba jike. Ni nani atathubutu kuiamsha?
Genesis 49:10	Fimbo ya ufalme haitoki kwa Yuda, fimbo ya utawala itabaki katika ukoo wake, mpaka wakati ambao akija mfalme mwenyewe, ambaye mataifa yote yatakuwa yanamsikiliza.
Genesis 49:11	Yeye atafunga punda yake kwenye mzabibu, na ndama wa punda kwenye tawi la mzabibu mzuri. Atafua nguo zake katika pombe ya mizabibu, na mavazi yake katika maji mekundu ya mizabibu.
Genesis 49:12	Macho yake, yatakuwa mekundu kwa ajili ya pombe ya mizabibu. Meno yake, yatakuwa meupe kwa ajili ya maziwa.
Genesis 49:13	Zabuloni, ataishi pembeni ya ziwa. Mahali hapo, patakuwa pa kuegesha mitumbwi, na mpaka wake, utapanuka kuelekea Sidoni.
Genesis 49:14	Isakari, ni kama punda mwenye uwezo, ambaye anajilaza kati ya mizigo yake.
Genesis 49:15	Ataona kwamba, mahali pa kupumzika ni pazuri, na kwamba, nchi ni nzuri. Atainamisha mgongo wake kuchukua mzigo, atakuwa mtumwa wa kulazimishwa.
Genesis 49:16	Dani, atakuwa mwamuzi wa watu wake, kama mmoja wa makabila ya Israeli.
Genesis 49:17	Dani atakuwa kama nyoka barabarani, kama nyoka mwenye sumu pembeni ya njia, ambaye anauma visigino vya farasi, ili ambao wamepanda farasi wanguke chali.
Genesis 49:18	Bwana Mungu, ninatafuta wokovu kutoka kwako!
Genesis 49:19	Gadi, atapiganishwa na kundi la majambazi, lakini atawatokea nyuma na kuwapiganisha.
Genesis 49:20	Asheri, nchi yake itakuwa inatoa chakula kingi kizuri, ni chakula ambacho kinafaa kwa mfalme.
Genesis 49:21	Naftali, ni kama swala jike mwenye uhuru, ambaye anazaa watoto wazuri.
Genesis 49:22	Yusufu, ni kama mzabibu ambao unazaa, ambao uko pembeni wa chemichemi ya maji. Matawi yake, yanatawanyika ukutani.
Genesis 49:23	Warushaji wa mishare walimpiganisha, wakamrushia mishare na kumtesa vikali.
Genesis 49:24	Lakini upinde wake ulikuwa umebaki imara, na mikono yake, ikaongezwa nguvu, kwa msaada wa Mungu mwenye uwezo wote, Mungu wa Yakobo, ambaye ni mchungaji na mwamba wa Israeli.
Genesis 49:25	Mungu wa baba yako, atakusaidia, Mungu mwenye uwezo wote, atakubariki, upate baraka ya mvua kutoka angani, baraka ya maji ya vilindi kutoka chini, baraka ya maziwa na tumbo la uzazi.
Genesis 49:26	Baraka za baba yako, zinazidi hata baraka za milima ya milele. Baraka hizo, zikae juu ya kichwa cha Yusufu, ambaye amechaguliwa kuwa mtawala kati ya ndugu zake.
Genesis 49:27	Benyamini, ni mbwa mwitu mkali, asubuhi hula ambavyo amewinda, na jioni hugawa ambavyo amekamata.”
Genesis 49:28	Hayo ndiyo makabila kumi na mawili ya Israeli. Maneno hayo, ndiyo Yakobo aliambia vijana wake wakati ambao aliwabariki. Alibariki kila mmoja mmoja na baraka ambayo inamfaa.
