Genesis 1:1	Mwanzo hapo, Mungu aliumba mbingu na dunia.
Galatians 2:12	Kwa maana, hapo mwanzoni, alikuwa anakula chakula pamoja na waamini ambao si Wayahudi hana shaka. Lakini watu fulani wakafika kutoka kwa Yakobo, wakamshawishi Petro ajitenge na waamini ambao si Wayahudi, akaacha kula nao chakula. Alifanya hivyo, kwa sababu aliogopa watu hao ambao walikuwa wanasisitiza kwamba waamini wote wawe wanatahiriwa.
Galatians 2:13	Pia, waamini wengine wa Kiyahudi wakaanza kufuata Petro katika unafiki wake. Hata Barnaba naye walimpotosha, akashiriki unafiki wao.
Galatians 2:14	Basi, ambapo niliona kwamba hawafanyi kama ambavyo ukweli wa Habari Njema ulivyo, nikamwambia Petro hadharani kwamba, “Wewe ni Myahudi, ulishirikiana vizuri na wasio Wayahudi na ulikuwa hujitengi nao, kama ambavyo wanafanya Wayahudi wengine! Ni kwa nini sasa unalazimisha watu ambao si Wayahudi wafuate desturi za Wayahudi?”
Galatians 2:15	Ni kweli kwamba sisi tumezaliwa tuko Wayahudi, hatujioni kuwa watenda dhambi kama watu ambao si Wayahudi.
Galatians 2:16	Lakini tunajua kwamba, kushika sheria za Musa hakumfanyi Mungu kumhesabia mtu kuwa mwenye haki, bali ni kwa kumwamini Yesu Kristo peke yake. Hivyo hata sisi Wayahudi tumemwamini Kristo Yesu ili kwa njia hiyo Mungu atuhesabu kuwa wenye haki mbele yake. Hata sisi Wayahudi Mungu hatuhesabu kuwa wenye haki kwa njia ya kutenda sheria za Musa, kwa sababu hakuna mtu yeyote ambaye anahesabiwa mwenye haki kwa njia hiyo.
Galatians 2:17	Basi, kama tunatafuta kuhesabiwa kuwa watu wa haki kwa kuungana na Kristo, wengine watasema kwamba tumekuwa watenda dhambi, kwa sababu hatushiki sheria za Musa. Basi wanasema kwamba Kristo anatufanya kuwa watenda dhambi! Ni kweli? Hapana, hata kidogo!
Galatians 2:18	Lakini iwapo nitarudia kukubali desturi za zamani za kushika sheria hizo, mfumo ule ambao nilikataa, hapo nitakuwa ni mtenda dhambi kweli.
Galatians 2:19	Katika kufuata sheria hizo, nilikuwa kama nimekufa, ili niishi kwa ajili ya Mungu.
Galatians 2:20	Nimekufa pamoja na Kristo msalabani. Sasa niko hai, si kama ambavyo nilikuwa zamani, bali sasa ni Kristo ambaye anaishi ndani yangu. Maisha ambayo niko nayo wakati huu, naishi nikimwamini Mwana wa Mungu, ambaye alinipenda na kutoa maisha yake kwa ajili yangu.
Galatians 2:21	Sikatai neema ya Mungu. Kama mtu anaweza kuhesabiwa kuwa mtu wa haki mbele ya Mungu kwa kushika sheria za Musa, basi Kristo alikufa bure!
Galatians 3:1	Ninyi Wagalatia, mmekuwa wajinga kweli! Nani amewaloga? Nimewaelekeza wazi habari za Yesu Kristo kufa msalabani.
Galatians 3:2	Sasa ngoja niwaulize jambo moja. Je, mlipokea Roho Mtakatifu kwa sababu mlishika sheria za Musa, au ni kwa sababu mlikubali ambayo mlisikila?
Galatians 3:3	Ni kwa nini mmekuwa wajinga hivyo? Mlianza maisha yenu mapya kwa nguvu ya Roho Mtakatifu. Je mnataka kumaliza kwa njia ya ambacho kinafanyika katika miili yenu?
Galatians 3:4	Je, mateso yote ambayo yaliwapata, mnadhani yalikuwa ya bure? Hayakuwa ya bure!
Galatians 3:5	Sasa mniambie, je Mungu amewapa Roho Mtakatifu na kufanya miujiza miongoni mwenu kwa sababu mlishika sheria za Musa, au kwa sababu mliamini ambayo mlisikia?
Galatians 3:6	Mfikirie habari ya Abrahamu. Maandiko Matakatifu yanasema kwamba, “Alimwamini Mungu, kwa hiyo Mungu akamhesabia kuwa mtu mwenye haki mbele yake.”
Galatians 3:7	Sasa basi, mjue kwamba watu ambao wanamwamini Yesu, ndio watoto wa Abrahamu wa kweli!
Galatians 3:8	Ilitabiriwa katika Maandiko Matakatifu kwamba ndiyo kwa njia ya imani Mungu atawahesabia watu ambao si Wayahudi kuwa wenye haki. Mungu alitangulia kumtangazia Abrahamu Habari Njema hiyo kwamba, “Kupitia kwako, watu wa mataifa yote watabarikiwa.”
Galatians 3:9	Basi, watu ambao wanamwamini Mungu wanabarikiwa, kama ambavyo Abrahamu alibarikiwa kwa sababu alikuwa na imani.
Galatians 3:10	Lakini wote ambao wanategemea kuokolewa kwa kufanya ambayo yanatakiwa na sheria za Musa, hao wamelaaniwa. Maandiko Matakatifu yanasema kwamba, “Yeyote ambaye hashiki na kutenda yote ambayo yameandikwa katika kitabu cha sheria, huyo amelaaniwa.”
Galatians 3:11	Ni wazi kwamba, kutenda sheria za Musa hakumfanyi Mungu kumhesabu mtu yeyote kuwa wa haki mbele yake, kwa sababu Maandiko Matakatifu yanasema kwamba, “Mwenye haki ataishi kwa imani.”
Galatians 3:12	Sheria za Musa hazitegemei imani, bali zinategemea matendo ya mtu ambayo anafanya. Ni kama ambavyo Maandiko Matakatifu yanasema kwamba, “Mtu ambaye anafanya yote ambayo yanatakiwa na sheria, atakuwa na uzima kwa hizo.”
Galatians 3:13	Kristo alitukomboa kutoka katika laana ya sheria, kwa kuchukua laana hiyo kwa ajili yetu. Maandiko Matakatifu yanasema kwamba, “Yeyote ambaye amepigiliwa katika msalaba, amelaaniwa.”
Galatians 3:14	Alitukomboa, ili baraka ambayo alipewa Abrahamu, ifikie watu wote duniani kupitia Kristo Yesu. Basi, sasa sisi wote tunaweza kupokea Roho Mtakatifu ambaye Mungu aliahidi kutupatia, kwa njia ya kumwamini Kristo Yesu.
Galatians 3:15	Ndugu zangu, nitoe mfano kutoka katika maisha yetu ya kila siku. Tuseme kwamba kuna watu wawili wamekubaliana agano. Iwapo watu wamefanya agano na kulithibitisha, hayupo mtu ambaye ataweza kukataa au kuongeza chochote katika agano hilo.
Galatians 3:16	Basi, Mungu alitoa ahadi kwa Abrahamu, pamoja na uzao wake. Maandiko Matakatifu hayasemi kwamba, “Na kwa wazawa wake,” ndiyo kusema wengi, bali yanasema kwamba, “Pamoja na mzawa wake,” ndiyo kusema mmoja, naye ni Kristo.
Galatians 3:17	Ambacho ninataka kusema ni kwamba, Mungu alifanya na kuthibitisha agano lake miaka mia nne na thelathini, sheria za Musa zilikuwa bado kuwepo. Kwa hiyo, sheria hizo haziwezi kuvunja agano hilo wala kubatilisha ahadi yake.
Galatians 3:18	Kama watu wangepokea urithi wao kutoka kwa Mungu kwa sababu wamefuata sheria, basi urithi huo usingeweza tena kutegemea ahadi ya Mungu. Lakini Mungu, kwa neema yake, alimpa Abrahamu urithi wa agano kwa sababu alimwahidi hivyo.
Galatians 3:19	Sasa, sheria zina kazi gani? Sheria ziliongezewa kwa ajili ya kuonyesha dhambi za watu, mpaka wakati ambao atakuja mzawa wa Abrahamu, ambaye Mungu aliahidi kwamba atakuja. Sheria hizo, Mungu alimpa Musa kupitia kwa wamalaika, na Musa akawa mpatanishi kati ya Mungu na watu wake.
Galatians 3:20	Mpatananishi anapaswa kuwepo kama pande mbili zinaweka agano. Lakini Mungu peke yake ndiye ambaye aliweka agano na Abrahamu.
Galatians 3:21	Sasa je, sheria zinapingana na ahadi ambazo Mungu ameahidi? Hapana, hata kidogo! Kama sheria ingeweza kuwapa watu maisha mapya, basi tungeweza kuhesabiwa kuwa watu wa haki mbele ya Mungu kwa njia ya kushika sheria.
Galatians 3:22	Lakini sivyo ilivyo. Maandiko Matakatifu yanasema kwamba, watu wote wamefungwa katika utawala wa dhambi. Kwa sababu hiyo, wote ambao wanamwamini Yesu Kristo watapokea ahadi ile ya Mungu.
Galatians 3:23	Wakati ambao watu hawajawa na imani katika Yesu Kristo, sheria za Musa zilituweka kuwa chini yake na kutufanya kuwa wafungwa. Tulikuwa tunasubiri wakati ambao imani katika Yesu Kristo ingefunuliwa.
Galatians 3:24	Sheria za Musa zilikuwa zinatuongoza kama mlezi wetu, mpaka wakati ambao Kristo alikuja. Kwa hiyo sasa, ni kwa kumwamini Kristo kwamba tunaweza kuhesabiwa kuwa watu wa haki mbele ya Mungu.
Galatians 3:25	Lakini sasa, imani katika Yesu Kristo imekwisha kufika, kwa hiyo hatuko tena chini ya sheria ambazo zilikuwa zinatulea.
Galatians 3:26	Sasa ninyi wote ni watoto wa Mungu kwa njia ya imani yenu, kwa sababu mmeungana na Kristo Yesu.
Galatians 3:27	Ninyi wote ambao mmebatizwa, mmeungana na Kristo, mmekuwa kama mmemvaa Kristo.
Galatians 3:28	Kwa hiyo, sasa wote wapo sawa, Myahudi na ambaye si Myahudi, mtumwa na mtu huru, mwanaume na mwanamke. Nyote mmekuwa kitu kimoja, kwa sababu mmeunganishwa na Kristo Yesu.
Galatians 3:29	Ninyi ni wa Kristo, na kwa njia hiyo mmekuwa uzao wa Abrahamu, na mtapokea urithi ambao Mungu aliahidi.
Galatians 4:1	Basi, jambo ambalo ninataka kuwaambia ni kwamba, mrithi wakati bado ni mtoto, hajawa na mamlaka yoyote, anakuwa kama mtumwa, ingawa ndiye ambaye ni mwenye mali yote ya baba yake.
Galatians 4:2	Wakati huo wote, mrithi huwa yuko chini ya walezi na watu ambao wanasimamia mali yake, mpaka wakati ambao baba yake alikuwa amepanga.
Galatians 4:3	Na sisi pia ni hivyo hivyo. Wakati ambao Kristo alikuwa bado kuja, tulikuwa kama watoto, tulikuwa watumwa wa taratibu ambazo zinatawala dunia hii.
Galatians 4:4	Lakini wakati ambao umepangwa ulifika, Mungu akamtuma Mwana wake katika dunia hii. Mwana wake huyo, alizaliwa na mwanamke kama ambavyo sisi tulizaliwa, akawa anatawaliwa na sheria za Musa.
Galatians 4:5	Alitumwa ili atukomboe sisi ambao tulikuwa watumwa wa sheria za Musa. Alifanya hivyo, kusudi sisi wote tupate kuwa watoto wa Mungu.
Galatians 4:6	Mungu alituma Roho Mtakatifu wa Mwana wake katika mioyo yetu, kwa sababu tu watoto wake. Roho huyo ndiye anatufanya tumwite Mungu “Baba yetu!”
Galatians 4:7	Basi, sasa ninyi hamko watumwa tena, bali mu watoto wa Mungu. Kwa hiyo, mtapokea urithi ambao Mungu amewawekea watoto wake.
Galatians 4:8	Ninyi zamani mlikuwa hamjui Mungu. Wakati huo, mlikuwa watumwa wa kuabudu vitu ambavyo siyo Mungu.
Galatians 4:9	Lakini sasa, mnamjua Mungu, na yeye anawajua zaidi. Sasa ni kwa nini mnataka kuongozwa tena na taratibu ambazo zinatawala dunia hii? Taratibu hizo hazina uwezo au maana yoyote. Au mnataka tena kuwa watumwa wao?
Galatians 4:10	Mnashika sikukuu za Kiyahudi! Mnaheshimu siku fulani ya wiki, ya miezi na ya mwaka, kwamba ni sikukuu za kumheshimu Mungu.
Galatians 4:11	Ninahofia kwamba labda kazi yangu yote ambayo nilifanya kwenu, imepita bure tu.
Galatians 4:12	Ndugu zangu, ninawasihi kwamba, muwe watu huru kama mimi sababu nimefunguliwa na desturi hizo. Nilijifanya kuwa kama ninyi ambao si Wayahudi, nimefunguliwa kutoka kwenye desturi hizo. Ambapo nilikuwa pamoja na ninyi, hamkunitendea ubaya wowote.
Galatians 4:13	Mnajua kwamba mwanzoni, ugonjwa ambao nilikuwa nao, ndio ulisababisha nikapata nafasi ya kuwahubiria Habari Njema.
Galatians 4:14	Ingawa ugonjwa wangu uliwatia majaribuni, kunidharau au kunikataa, hamkufanya hivyo. Lakini ambacho mlifanya ni kunikubali kama ambavyo mngemkubali malaika wa Mungu, au hata kumkubali Kristo Yesu mwenyewe.
Galatians 4:15	Wakati ule, mlikuwa na furaha, lakini sasa, nini kimetokea? Ninasema ukweli kwamba, wakati ule mngaliweza kungʼoa macho yenu mkanipa.
Galatians 4:16	Je, sasa nimekuwa adui wenu kwa sababu ninawaambia ukweli?
Galatians 4:17	Watu wengine wale, wanajitahidi kuwahangaika, lakini jambo ambalo wanawatafutia siyo zuri. Wanataka kuwatenganisha na mimi, ili ninyi mjitahidi kuwahangaikia wao.
Galatians 4:18	Ni jambo jema kujitahidi, lakini iwe katika kutenda matendo mema. Mfanye hivyo wakati wote, hata kwa wakati ambao siko pamoja na ninyi.
Galatians 4:19	Watoto wangu, ninajisikia uchungu tena kwa ajili yenu, kama ambavyo mwanamke mwenye mimba huumwa na uchungu katika wakati wa kujifungua. Najisikia hivyo hivyo, mpaka ambapo tabia ya Kristo itaonekana katika tabia zenu.
Galatians 4:20	Ningetamani sana kuwa pamoja na ninyi wakati huu, pengine ningeongea na ninyi kwa upole. Nina wasiwasi sana juu yenu!
Galatians 4:21	Sasa mniambie, ninyi ambao mnataka kuwa watumwa wa sheria za Musa, mnajua kweli ambavyo sheria zinasema?
Galatians 4:22	Imeandikwa katika Maandiko Matakatifu kwamba, Abrahamu alikuwa na watoto wawili. Mmoja alizaa na Hajiri ambaye alikuwa ni mwanamke mtumwa, na mwingine alizaa na Sara ambaye alikuwa ni mwanamke huru.
Galatians 4:23	Mtoto wa mwanamke mtumwa alizaliwa kutokana na mpango wa binadamu. Lakini mtoto wa mwanamke huru, yeye alizaliwa kutokana na ahadi ya Mungu.
Galatians 4:24	Wanawake hao wawili wanaweza kuchukuliwa kama mfano wa maagano mawili. Hajiri anasimama kwa agano la kwanza ambalo lilifanyika katika mlima wa Sinai katika nchi ya Arabia. Watoto wake walizaliwa kuwa watumwa. Watu wa Yerusalemu wa sasa ni kama watoto wa Hajiri, kwa kuwa ni watumwa, kama Hajiri mwenyewe na watoto wake wote.
Galatians 4:25	<range>
Galatians 4:26	Lakini Sara anasimama kwa Yerusalemu wa mbinguni, ambao ni mji huru, na huo ndio mama yetu.
Galatians 4:27	Katika Maandiko Matakatifu, imeandikwa juu yake kwamba, “Furahi wewe tasa ambaye huwezi kuzaa, piga vigelegele wewe ambaye hujawahi kusikia uchungu wa kujifungua mtoto, kwa sababu watoto wa yule ambaye alikuwa ameachwa ni wengi, kuzidi ambaye yuko na mume.”
Galatians 4:28	Basi sasa, ndugu zangu, ninyi ni watoto wa Mungu kutokana na ahadi yake, kama ambavyo Isaka alikuwa.
Galatians 4:29	Lakini katika siku zile, mtoto ambaye alizaliwa kutokana na mpango wa binadamu, alimtesa mtoto ambaye alizaliwa kwa uwezo wa Roho Mtakatifu. Siku hizi, watu ambao wako na sheria wanawatesa hivyo hivyo ninyi ambao mko huru.
Galatians 4:30	Lakini Maandiko Matakatifu yanasema nini? Yanasema kwamba, “Fukuza mwanamke mtumwa pamoja na mtoto wake, kwa sababu mtoto wa mtumwa, hawezi kurithi pamoja na mtoto wa mwanamke huru.”
Galatians 4:31	Kwa hiyo, ndugu zangu, sisi si watoto wa mwanamke mtumwa, bali ni watoto wa mwanamke huru.
Galatians 5:1	Kristo ametupatia uhuru, ili tuwe huru. Kwa hiyo msimame imara, msikubali kurudi tena katika utumwa wa sheria.
Galatians 5:2	Sikilizeni! Ni mimi Paulo ninawaambia haya! Ikiwa mnakubali kutahiriwa kwa ajili ya kushika sheria za Musa, hapo Kristo hatakuwa na maana yoyote kwa ninyi.
Galatians 5:3	Ninawaambia wazi tena kwamba, mwanaume yeyote kama anakubali kutahiriwa, anatakiwa kushika sheria zote za Musa.
Galatians 5:4	Ikiwa mnategemea Mungu atawahesabia kuwa wenye haki mbele yake kwa njia ya kushika sheria, basi mjue kwamba mmejitenga na Kristo, mtakuwa mumeacha neema ya Mungu.
Galatians 5:5	Lakini sisi tunatumaini kwa uwezo wa Roho Mtakatifu kwamba, Mungu atatuhesabia kuwa watu wa haki, kwa sababu tunamwamini Yesu.
Galatians 5:6	Basi, ikiwa tumeungana na Kristo Yesu, kutahiriwa au kutotahiriwa hakuna maana yoyote. Kilicho kikubwa ni imani yetu ambayo imekuwa na matendo ya upendo.
Galatians 5:7	Mwanzoni, mlikuwa mkienenda vizuri! Sasa ni nani amewazuia msishike mafundisho ya ukweli?
Galatians 5:8	Mafundisho hayo hayatoki kwa Mungu ambaye aliwaita.
Galatians 5:9	Mafundisho ya uongo hayo, ni kama ambavyo watu wanasema kwamba, “Hamira kidogo tu, huchachua donge lote!”
Galatians 5:10	Basi, Bwana Yesu amenipa amani, kwamba hamtadanganywa. Lakini mtu ambaye anawadanganya, hata kama awe nani, atahukumiwa.
Galatians 5:11	Ndugu zangu, kama ningekuwa ninahubiri kwamba wanaume wote wanatakiwa watahiriwe, kwa nini bado Wayahudi wananitesa? Kama ningekuwa ninahubiri hivyo, kuhubiri kwangu habari ya kifo cha Yesu msalabani, kusingewachukiza Wayahudi.
Galatians 5:12	Natamani kwamba watu ambao wanawavuruga kwa mambo ya tohara, wangejihasi wao wenyewe!
Galatians 5:13	Ndugu zangu, Mungu amewaita muwe watu huru. Lakini kuwa huru kwenu kusiwapeleke kufuata tamaa zenu, bali mtumikiane kwa upendo.
Galatians 5:14	Sheria zote za Musa zinatimilika katika amri moja kwamba, “Umpende mwenzako kama ambavyo unajipenda mwenyewe.”
Galatians 5:15	Lakini ikiwa mnaumizana na kulana kama hayawani, mjiangalie msije mkaangamizana.
Galatians 5:16	Basi, ambacho ninawaambia ni kwamba, muwe mnaongozwa na Roho Mtakatifu. Mkifanya hivyo, hamtafuata tena tamaa zenu mbaya.
Galatians 5:17	Ninawaambia hivyo, kwa sababu mabaya ambayo anatamani mtu kufanya yanapingana na ambayo anataka Roho Mtakatifu, na ambayo anatamani Roho Mtakatifu yanapingana na mabaya ambayo anatamani kufanya mtu. Basi hizi zinapingana. Kwa sababu hiyo hamwezi kufanya chochote ambacho mnataka mufanye.
Galatians 5:18	Ikiwa mnaongozwa na Roho Mtakatifu, hamko watumwa chini ya sheria.
Galatians 5:19	Basi, mambo ambayo yanafanyika kwa tamaa za watu yako wazi, nayo ni uasherati, tabia chafu, mambo yote ya aibu,
Galatians 5:20	kuabudu vitu ambavyo siyo Mungu, uchawi, uadui, ugomvi, uchoyo, hasira, wivu, mafarakano, uzushi,
Galatians 5:21	husuda, ulevi, ulafi na mambo mengine yote ambayo yako kama hayo. Ninawaambia tena kama ambavyo nilikuwa nimeshawaambia kwamba, watu ambao hufanya mambo hayo, hawatarithi chochote katika ufalme wa Mungu.
Galatians 5:22	Lakini ikiwa tunaongozwa na Roho Mtakatifu, tutakuwa na tunda la Roho Mtakatifu. Tunda hilo ni upendo, furaha, amani, uvumilivu, wema, ukarimu, uaminifu,
Galatians 5:23	upole na kijidhibiti. Hakuna sheria ambayo inakataza mtu asifanye mambo hayo.
Galatians 5:24	Watu wa Kristo Yesu wamesulubisha katika msalaba wa Yesu asili zao za dhambi, pamoja na tamaa zao mbaya na mawazo yao mabaya.
Galatians 5:25	Roho Mtakatifu ametupatia maisha mapya, basi tufuate uongozi wake.
Galatians 5:26	Tusijivune bure, tusichokozane wala kuoneana wivu.
Galatians 6:1	Ndugu zangu, mkigundua kwamba mwenzenu ametenda dhambi fulani, ninyi ambao mnaongozwa na Roho Mtakatifu, mumrudishe kwa upole. Lakini mjiangalie, msije mkajaribiwa kuwa na tabia kama yake.
Galatians 6:2	Muwe mnasaidiana kwa kuchukuliana mizigo yenu mizito, ndipo mtatimiza sheria ya Kristo.
Galatians 6:3	Mtu yeyote ambaye anajiona kwamba anafaa kuzidi wenzake, huyo hafai lolote, anajidanganya tu.
Galatians 6:4	Kila mtu achunguze tabia yake mwenyewe. Ikiwa mtu anatenda mema, hapo anaweza kujisifia mambo mema ambayo amefanya. Lakini asijilinganishe na mambo ambayo mtu mwingine amefanya,
Galatians 6:5	kwa sababu kila mtu anatakiwa kubeba mzigo wake mwenyewe.
Galatians 6:6	Mtu ambaye anafundishwa neno la Mungu, awe amgawie mwalimu wake vitu vizuri ambavyo amepata.
Galatians 6:7	Msijidanganye, Mungu hadhihakiwi. Ambacho mtu amepanda, ndicho atavuna.
Galatians 6:8	Basi, mtu ambaye anafuata tamaa zake, huyo atavuna kuangamizwa na tamaa hizo. Lakini ambaye anafuata Roho Mtakatifu, huyo atavuna kutoka kwake uzima wa milele.
Galatians 6:9	Kwa hiyo, tusichoke kutenda matendo mema! Kama tunavumilia kutenda mema, tutavuna mazuri wakati wa kuvuna ukifika.
Galatians 6:10	Basi, muda wowote tukiwa na nafasi, tutendee watu wote mema, lakini hasa waamini wenzetu.
Galatians 6:11	Mtazame ambavyo ninaandika kwa maandishi makubwa. Ninaandika kwa mkono wangu mwenyewe sasa.
Galatians 6:12	Watu ambao wanawalazimisha ninyi mtahiriwe, wanataka hivyo ili waheshimiwe na Wayahudi. Wanataka wasije wakateswa katika kuhubiri habari juu ya kifo cha Kristo msalabani.
Galatians 6:13	Hata ambao wametahiriwa wenyewe, nao hawashiki sheria zote. Kitu ambacho wanataka ni kwamba ninyi mtahiriwe, ili wajisifie tohara la miili yenu.
Galatians 6:14	Lakini mimi sitaki kuwa na kitu cha kujisifia, isipokuwa kifo cha Bwana wetu Yesu Kristo msalabani. Kutokana na kifo chake, mambo yote ya dunia hii hayana faida kwangu, na maisha yangu ya zamani yamekufa naye msalabani.
Galatians 6:15	Kutahiriwa au kutotahiriwa, hakuna maana yoyote ile. Kitu muhimu ni kuumbwa upya na Mungu.
Galatians 6:16	Amani na huruma ambayo inatoka kwa Mungu iwe na watu wote ambao wanazingatia ukweli huo, hao ndio watu wa Mungu.
Galatians 6:17	Basi, kuanzia sasa mtu yeyote asinisumbue tena, kwa sababu mimi nina makovu katika mwili wangu kwa ajili ya kumtumikia Yesu.
Galatians 6:18	Ndugu zangu, neema ya Bwana wetu Yesu Kristo iwe nanyi. Amina.
Ephesians 1:1	Barua hii nimeandika mimi Paulo, mtume wa Kristo Yesu kutokana na makusudi ya Mungu. Nawaandikia ninyi watu wa Mungu ambao mnaishi [Efeso] huko. Ninyi muko waaminifu kwa kuungana na Kristo Yesu.
Ephesians 1:2	Neema na amani kutoka kwa Mungu Baba yetu, na kwa Bwana Yesu Kristo, ziwe nanyi.
Ephesians 1:3	Asifiwe Mungu, Baba wa Bwana wetu Yesu Kristo, kwa kuwa kwa kuungana kwetu na Kristo, alitubariki katika ulimwengu wa kiroho kwa baraka zote za kiroho.
Ephesians 1:4	Wakati Mungu alikuwa hajaumba dunia, alituchagua tuwe watu wake, kwa njia ya kuungana kwetu na Kristo. Alifanya hivyo, ili tuwe watu watakatifu ambao hawana lawama mbele yake. Ni kwa sababu ya upendo wake,
Ephesians 1:5	Mungu alikuwa ameamua kutoka zamani, kutufanya kuwa watoto wake kwa njia ya Yesu Kristo. Aliamua kufanya hivyo, kwa kuwa ndivyo ilimpendeza.
Ephesians 1:6	Kwa hiyo, tumshukuru Mungu kwa neema yake ya ajabu, ambayo alitupatia bure kwa njia ya Mtoto wake mpendwa.
Ephesians 1:7	Mungu ametukomboa kwa njia ya damu ya Yesu Kristo, yaani ametusamehe dhambi zetu zote, kutokana na wingi wa neema yake.
Ephesians 1:8	Yeye alituzidishia neema yake sana, pamoja na kutupatia hekima na maarifa kamili.
Ephesians 1:9	Ametufanya tuelewe mpango wake ambao ulikuwa umefichika. Alifanya hivyo, kwa kuwa ndivyo ilimpendeza, na alitaka kuifanya kupitia kwa Kristo.
Ephesians 1:10	Mpango wa Mungu ni kwamba, wakati ambao alipanga ambapo utafika, atakusanya pamoja vitu vyote vya mbinguni na vya duniani, na kuvifanya viwe chini ya utawala wa Kristo.
Ephesians 1:11	Mungu amefanya mambo yote kulingana na mapenzi yake. Yeye ametuchagua sisi Wayahudi kupata wokovu kupitia Kristo, kama ambavyo alitaka tangu zamani.
